id,hash_sha256,nome_original,nome_novo,caminho,tamanho_bytes,data_processamento,versao,titulo,autor,instituicao,ano_publicacao,tipo_documental,area_conhecimento,palavras_chave,categoria,status
94,adba8c7d8dade89e6371bdb30abf14fa79e5b8163ad777dfa636a6371f4b6853,nunes-et-al-2011-metodo-de-capurro-somatico-estimativa-idade-gestacional-acuracia.pdf.pdf,2011_Universidade_Federal_da_Bahia_Estimating_gestational_age_and_its_relation_to_the_anthropometric_status_of_newb.pdf,C:\calculadoras-de-enfermagem\docs\2011_Universidade_Federal_da_Bahia_Estimating_gestational_age_and_its_relation_to_the_anthropometric_status_of_newb.pdf,411708,2026-08-23T19:31:21.762989,,Estimating gestational age and its relation to the anthropometric status of newborns: a study comparing the Capurro and ultrasound methods with last menstrual period,"[""Maria de Fátima Pussick Nunes"", ""Sandra Maria Conceição Pinheiro"", ""Fabíola Eloy da Rocha Medrado"", ""Ana Marlúcia Oliveira Assis""]",Universidade Federal da Bahia,2011,artigo_cientifico,Obstetricia,"[""Gestational age"", ""Infant"", ""Small for gestational age"", ""Sensitivity and specificity""]",Artigo original,processado
93,28dd97d22d1032c8c8eb9b97829e48ad1685c6125ccf6a839c5f861229c019b0,ferreira-et-al-2021-calculo-idade-gestacional-comparacao-dum-capurro-usg.pdf,2021_Calculo_da_Idade_Gestacional_uma_comparacao_entre_a_DUM_Capurro_e_USG.pdf,C:\calculadoras-de-enfermagem\docs\2021_Calculo_da_Idade_Gestacional_uma_comparacao_entre_a_DUM_Capurro_e_USG.pdf,199869,2026-08-23T19:31:15.242321,,"Cálculo da Idade Gestacional: uma comparação entre a DUM, Capurro e USG","[""Gabriela Campos de Freitas Ferreira"", ""Andressa Tavares Parente"", ""Anna Paula Alves de Almeida"", ""Juliana Santos de Albuquerque"", ""Rennan Coelho Bastos"", ""Franciane do Socorro Rodrigues Gomes"", ""Elannira Amaral Soares"", ""Angeline do Nascimento Parente"", ""Débora Talitha Neri"", ""Antonio Claudio do Rêgo Coelho""]",,2021,artigo_cientifico,Enfermagem,"[""Idade gestacional"", ""Enfermagem obstétrica"", ""Perfil de saúde"", ""Recém-nascido""]",,processado
92,04cacbc7ebfec8a9cb7515cc7ff7f17ec8a9da9b7656b2ca8e725551683c5e04,da-rosa-et-al-2017-metodo-de-capurro-estimativa-idade-gestacional-neonatal-relato-experiencia-uffs.pdf.pdf,2017_Universidade_Federal_da_Fronteira_Sul_METODO_DE_CAPURRO_COMO_FORMA_DE_AVALIAR_IG_EM_RECEM-NASCIDOS_UM_RELATO_DE_EXPERI.pdf,C:\calculadoras-de-enfermagem\docs\2017_Universidade_Federal_da_Fronteira_Sul_METODO_DE_CAPURRO_COMO_FORMA_DE_AVALIAR_IG_EM_RECEM-NASCIDOS_UM_RELATO_DE_EXPERI.pdf,306122,2026-08-23T19:31:09.991480,,MÉTODO DE CAPURRO COMO FORMA DE AVALIAR IG EM RECÉM-NASCIDOS: UM RELATO DE EXPERIÊNCIA,"[""Ana Paula da Rosa"", ""Ângela Urio"", ""Eliton dos Anjos"", ""Roseli Vizotto"", ""Érica Pitilin"", ""Jucimar Frigo""]",Universidade Federal da Fronteira Sul,2017,relatorio,Enfermagem,[],Ensino,processado
91,07f177e7e977172e06fca751c2c18b758b4d83b7b38c57beb260231d0c8e53b7,manual-rede-de-frio-programa-nacional-imunizacoes-6-edicao-2025.pdf,2025_Ministerio_da_Saude_Manual_de_Rede_de_Frio_do_Programa_Nacional_de_Imunizacoes.pdf,C:\calculadoras-de-enfermagem\docs\2025_Ministerio_da_Saude_Manual_de_Rede_de_Frio_do_Programa_Nacional_de_Imunizacoes.pdf,9656002,2026-08-17T08:51:03.057880,6ª edição,Manual de Rede de Frio do Programa Nacional de Imunizações,"[""Glenda Macedo Mota"", ""João Gabriel Castelo Branco Alves"", ""Josineia Leite de Oliveira"", ""Karla Calvette Costa"", ""Leilane Lacerda Anunciação"", ""Osvaldo Telmo Melgares Lobo"", ""Sacha Ramalho Machado de Araújo""]",Ministério da Saúde,2025,manual,Saude_Publica,"[""Programa Nacional de Imunizações"", ""Imunização"", ""Boas Práticas Armazenamento e Distribuição""]",Manual,processado
90,9d169c70327ee656d0f0758c1cac7b8711de7adb45150deae778d06a3cbc2b34,Glossario-de-Epidemiologia-Ary-Walter-Schmid-1956.pdf.pdf,1956_Faculdade_de_Higiene_e_Saude_Publica_da_Glossario_de_Epidemiologia.pdf,C:\calculadoras-de-enfermagem\docs\1956_Faculdade_de_Higiene_e_Saude_Publica_da_Glossario_de_Epidemiologia.pdf,1094091,2026-08-09T08:11:08.680921,,Glossário de Epidemiologia,"[""Ary Walter Schmid""]",Faculdade de Higiene e Saúde Pública da Universidade de São Paulo,1956,outro,Saude_Publica,[],,processado
89,7357f77fe0a02e832dbb45e163adee3b1e5a734be7d8309f5aaa5728d9ae11ba,Manual-Centros-Referencia-Imunobiologicos-Especiais-6a-Edicao-2023.pdf.pdf,2023_Ministerio_da_Saude_Manual_dos_Centros_de_Referencia_para_Imunobiologicos_Especiais.pdf,C:\calculadoras-de-enfermagem\docs\2023_Ministerio_da_Saude_Manual_dos_Centros_de_Referencia_para_Imunobiologicos_Especiais.pdf,1529719,2026-08-09T07:29:15.647142,6ª edição,Manual dos Centros de Referência para Imunobiológicos Especiais,[],Ministério da Saúde,2023,manual,Saude_Publica,[],Manual,processado
88,3be2903a07ef0bc150f21f2c3a6bba7d5ab6c199216dcd1836893dc67ff44fda,Calendario-Nacional-de-Vacinacao-2026-Criancas-0-a-9-anos.pdf.pdf,2026_Ministerio_da_Saude_Calendario_Nacional_de_Vacinacao_2026.pdf,C:\calculadoras-de-enfermagem\docs\2026_Ministerio_da_Saude_Calendario_Nacional_de_Vacinacao_2026.pdf,1112758,2026-08-09T07:29:12.311431,,Calendário Nacional de Vacinação 2026,[],Ministério da Saúde,2026,manual,Saude_Publica,"[""vacinação"", ""criança"", ""calendário nacional"", ""imunização""]",Calendário de vacinação,processado
87,adc39832a6abcc61c0363e38e4a1ac7b6ad94f06bb1bbade3b16b6b573c764d7,ANVISA_2024_SP_Eventos_Adversos.pdf,2024_Agencia_Nacional_de_Vigilancia_Sanitaria_Incidentes_relacionados_a_assistencia_a_saude.pdf,C:\calculadoras-de-enfermagem\docs\2024_Agencia_Nacional_de_Vigilancia_Sanitaria_Incidentes_relacionados_a_assistencia_a_saude.pdf,203488,2026-08-04T07:35:27.793209,,Incidentes relacionados à assistência à saúde,[],Agência Nacional de Vigilância Sanitária,2024,relatorio,Seguranca_do_Paciente,[],Relatório,processado
86,39fb4467725f1f6bf4970e8e67486750336959ba92591fab846fe4c5ecc68e2e,urgencias-pediatricas.pdf,2019_Urgencias_Pediatricas.pdf,C:\calculadoras-de-enfermagem\docs\2019_Urgencias_Pediatricas.pdf,1228859,2026-08-03T21:18:15.391120,,Urgências Pediátricas,"[""Carolina Rocha Siqueira""]",,2019,protocolo,Pediatria,"[""Pediatria"", ""Emergências"", ""Suporte Básico de Vida"", ""Neonatologia""]",,processado
85,e666da4071f35699f7ca77d1d9123e9705a418684c2b5bf91d2bf251dd1f3d8b,TRAUMAS-EM-GERAL-E-AVALIAÇÃO-DA-VÍTIMA.pdf,2019_TRAUMAS_EM_GERAL_E_AVALIACAO_DA_VITIMA.pdf,C:\calculadoras-de-enfermagem\docs\2019_TRAUMAS_EM_GERAL_E_AVALIACAO_DA_VITIMA.pdf,1516101,2026-08-03T21:18:08.839442,,TRAUMAS EM GERAL E AVALIAÇÃO DA VÍTIMA,"[""Clayton""]",,2019,manual,Emergencia,[],,processado
84,e46ae58f3f64433ef93bf583b3e03b6bcc0dcd8e3ec56a434667986c9ceb5848,the-validity-and-reliability-of-the-sinbad-classification.pdf,2023_The_Validity_and_Reliability_of_the_SINBAD_Classification_System_for_Diabetic_Fo.pdf,C:\calculadoras-de-enfermagem\docs\2023_The_Validity_and_Reliability_of_the_SINBAD_Classification_System_for_Diabetic_Fo.pdf,110571,2026-08-03T21:18:05.430323,,The Validity and Reliability of the SINBAD Classification System for Diabetic Foot Ulcers,"[""Jonathan D. Brocklehurst""]",,2023,artigo_cientifico,Medicina,"[""DFU"", ""diabetic foot ulcers"", ""reliability"", ""SINBAD"", ""specificity"", ""ulcers"", ""validity""]",,processado
83,7da704c15f1792f29d62455ac981735df9d60bdd67e8753deb063b85aef5b381,TEORIAS-DE-ENFERMAGEM.pdf,XXXX_TEORIAS_DE_ENFERMAGEM.pdf,C:\calculadoras-de-enfermagem\docs\XXXX_TEORIAS_DE_ENFERMAGEM.pdf,2152862,2026-08-03T21:17:58.333819,,TEORIAS DE ENFERMAGEM,[],,,outro,Enfermagem,[],,processado
82,004be97c9760bf8741d99117def01ad9c89e681abe61dc0dd0e0f1951fa44ace,Tecnico_Enfermagem_FGV_MPU_Brasilia_DF_2025.pdf,2025_Ministerio_Publico_da_Uniao_Prova_de_Lingua_Portuguesa.pdf,C:\calculadoras-de-enfermagem\docs\2025_Ministerio_Publico_da_Uniao_Prova_de_Lingua_Portuguesa.pdf,634005,2026-08-03T21:17:53.059126,,Prova de Língua Portuguesa,[],Ministério Público da União,2025,outro,Língua_Portuguesa,[],,processado
81,a69526ce7ae229b91a0ab6683ba91a45ca0a06b69b3d31b0f4dc362279a988a3,tecnico_de_enfermagem_universidadeufjf_juiz_de_fora_mg_2014.pdf,2014_Universidade_Federal_de_Juiz_de_Fora_Prova_Teorica_Tecnico_em_Enfermagem.pdf,C:\calculadoras-de-enfermagem\docs\2014_Universidade_Federal_de_Juiz_de_Fora_Prova_Teorica_Tecnico_em_Enfermagem.pdf,768737,2026-08-03T21:17:41.367772,,Prova Teórica - Técnico em Enfermagem,[],Universidade Federal de Juiz de Fora,2014,outro,Enfermagem,[],Concurso Público,processado
80,bdda95b5dfd7628c13cc2fafbcc8afe1d2fff271ad36642245ba80ff0deb4a12,tecnico_de_enfermagem_prefeitura_de_minas_cefet_2021.pdf,2021_CEFET-MG_Concurso_Publico_Tecnico-Administrativo_em_Educacao_2021_Tecnico_em_Enfermagem.pdf,C:\calculadoras-de-enfermagem\docs\2021_CEFET-MG_Concurso_Publico_Tecnico-Administrativo_em_Educacao_2021_Tecnico_em_Enfermagem.pdf,2200482,2026-08-03T21:17:37.014913,,Concurso Público Técnico-Administrativo em Educação 2021 - Técnico em Enfermagem,[],CEFET-MG,2021,outro,Enfermagem,"[""Concurso Público"", ""Técnico em Enfermagem"", ""CEFET-MG""]",Concurso Público,processado
79,ed4b344051963a4465dedbc685f373377ff223edba91bfc8b30da29a4df560e9,tecnico_de_enfermagem_prefeitura_de_caraguatatuba_fgv_caragua_2023.pdf,2023_Prefeitura_de_Caraguatatuba_TECNICO_DE_ENFERMAGEM.pdf,C:\calculadoras-de-enfermagem\docs\2023_Prefeitura_de_Caraguatatuba_TECNICO_DE_ENFERMAGEM.pdf,1249226,2026-08-03T21:17:31.949154,,TÉCNICO DE ENFERMAGEM,[],Prefeitura de Caraguatatuba,2023,outro,Enfermagem,[],Concurso Público,processado
78,21f4b9ca1798d4db2199d90b40b54e91d233bcc07c8d0a157cd2a1de0ea6d14f,suportebasicodevida.pdf,2025_Suporte_Basico_de_Vida.pdf,C:\calculadoras-de-enfermagem\docs\2025_Suporte_Basico_de_Vida.pdf,1720389,2026-08-03T21:17:26.206018,,Suporte Básico de Vida,"[""Enfa. Cauê""]",,2025,manual,Emergencia,"[""Suporte Básico de Vida"", ""SBV"", ""RCP"", ""Cadeia de Sobrevivência"", ""Primeiros Socorros""]",Treinamento,processado
77,f49d7808d05be5c7e9e1bb9f412282e905deed4076fce6d4a92e7d4185688ec1,SISTEMA-ÚNICO-DE-SAÚDE.pdf,2020_SISTEMA_UNICO_DE_SAUDE.pdf,C:\calculadoras-de-enfermagem\docs\2020_SISTEMA_UNICO_DE_SAUDE.pdf,2045376,2026-08-03T21:17:21.012243,,SISTEMA ÚNICO DE SAÚDE,"[""Carolina Rocha Siqueira""]",,2020,livro,Saude_Publica,[],,processado
76,6f713c2b73743516794ec591a7e98daeecbdfc6ca7e19877b682d29b8c21a063,riscos_psicossociais_nr1.pdf,2025_Ministerio_do_Trabalho_e_Emprego_Guia_de_informacoes_sobre_os_Fatores_de_Riscos_Psicossociais_Relacionados_ao_Tra.pdf,C:\calculadoras-de-enfermagem\docs\2025_Ministerio_do_Trabalho_e_Emprego_Guia_de_informacoes_sobre_os_Fatores_de_Riscos_Psicossociais_Relacionados_ao_Tra.pdf,985144,2026-08-03T21:17:14.233380,,Guia de informações sobre os Fatores de Riscos Psicossociais Relacionados ao Trabalho,"[""Mauro Marques Muller"", ""Afonso Rafael Fernandes Borges"", ""Renata Maia Barbosa Namekata""]",Ministério do Trabalho e Emprego,2025,manual,Saude_Publica,"[""riscos psicossociais"", ""NR-1"", ""gerenciamento de riscos ocupacionais"", ""saúde mental no trabalho""]",Guia,processado
75,5a1321bd0d771b9231f0e79849fa71dd8826b979a3b59d6ff0133e1c8ae77d3c,Prova_enfermeiro_instituto_verbena_2025_ENFERMEIRO_Superior_UFG_Flores_Goias.pdf,2025_Prefeitura_de_Flores_de_Goias_Enfermeiroa.pdf,C:\calculadoras-de-enfermagem\docs\2025_Prefeitura_de_Flores_de_Goias_Enfermeiroa.pdf,460818,2026-08-03T21:17:06.689895,,Enfermeiro(a),[],Prefeitura de Flores de Goiás,2025,outro,Enfermagem,[],Concurso Público,processado
74,3613a8e2b29028d2f20b49f50ecdae7b5784a7a49d64649c3983d5331c4f7760,Prova_Enfermeiro_FUVEST_Superior_Universidade_de_Sao_Paulo_SP.pdf,2025_Universidade_de_Sao_Paulo_RH_n_0642025_Prova_Enfermeiro_FUVEST_Superior_Universidade_de_Sao_Paulo_SP.pdf,C:\calculadoras-de-enfermagem\docs\2025_Universidade_de_Sao_Paulo_RH_n_0642025_Prova_Enfermeiro_FUVEST_Superior_Universidade_de_Sao_Paulo_SP.pdf,2326150,2026-08-03T21:17:03.186233,,Prova_Enfermeiro_FUVEST_Superior_Universidade_de_Sao_Paulo_SP.pdf,"[""Fuvest""]",Universidade de São Paulo,2025,outro,Enfermagem,[],Concurso público,processado
73,6c33583a0fc8eb5e489a0e3036b1710810a3db93a6cb2a522f674cca33b76e8b,Prova-Enfermagem-banca-IBAM-2017-prefeitura-municipal-de-candido-de-abreu.pdf,2017_Prefeitura_Municipal_de_Candido_de_Abreu_Concurso_Publico_para_Enfermeiro_Tereza_Cristina.pdf,C:\calculadoras-de-enfermagem\docs\2017_Prefeitura_Municipal_de_Candido_de_Abreu_Concurso_Publico_para_Enfermeiro_Tereza_Cristina.pdf,242632,2026-08-03T21:16:58.410640,,Concurso Público para Enfermeiro (Tereza Cristina),[],Prefeitura Municipal de Cândido de Abreu,2017,outro,Enfermagem,[],Concurso Público,processado
72,860b4742acb78529b1e78770de0ab7d2af2ab8ebbc51906a4ce87f3104d32245,PROVA TECNICO DE ENFERMAGEM PRAIA GRANDE 2021.pdf,2021_Prefeitura_Municipal_de_Praia_Grande_SC_PROCESSO_SELETIVO_0012020_CADERNO_DE_AVALIACOES_HORARIO_2_TODOS_OS_CARGOS.pdf,C:\calculadoras-de-enfermagem\docs\2021_Prefeitura_Municipal_de_Praia_Grande_SC_PROCESSO_SELETIVO_0012020_CADERNO_DE_AVALIACOES_HORARIO_2_TODOS_OS_CARGOS.pdf,665650,2026-08-03T21:16:52.947371,,PROCESSO SELETIVO 001/2020 - CADERNO DE AVALIAÇÕES (HORÁRIO 2 - TODOS OS CARGOS),[],Prefeitura Municipal de Praia Grande - SC,2021,outro,Saúde_Pública,[],Prova de concurso público,processado
71,9a19e455cde1da5c7d760f93e058ada7421fd3f207f739a13f5e0e12c2d34a0c,protocolo_de_manchester_fluxogramas.pdf,2020_Ministerio_da_Saude_PRO-UUE-01_PROTOCOLO_DE_CLASSIFICACAO_DE_RISCO.pdf,C:\calculadoras-de-enfermagem\docs\2020_Ministerio_da_Saude_PRO-UUE-01_PROTOCOLO_DE_CLASSIFICACAO_DE_RISCO.pdf,2419398,2026-08-03T21:16:40.762391,3,PROTOCOLO DE CLASSIFICAÇÃO DE RISCO,[],,2020,protocolo,Emergencia,[],,processado
70,1cf818b28a1635de819c814fe2a6a6503260f1111de0b2c31d0120b452546d98,praticas_seguras_para_precencao_de_derros_na_administracao_de_medicamentos-anvisa.pdf,2017_ANVISA_PRATICAS_SEGURAS_PARA_PREVENCAO_DE_ERROS_NA_ADMINISTRACAO_DE_MEDICAMENTOS.pdf,C:\calculadoras-de-enfermagem\docs\2017_ANVISA_PRATICAS_SEGURAS_PARA_PREVENCAO_DE_ERROS_NA_ADMINISTRACAO_DE_MEDICAMENTOS.pdf,605727,2026-08-03T21:16:35.417778,,PRÁTICAS SEGURAS PARA PREVENÇÃO DE ERROS NA ADMINISTRAÇÃO DE MEDICAMENTOS,[],ANVISA,2017,cartilha,Seguranca_do_Paciente,[],,processado
69,bc1285ac256837977699a341a9fcc6f0fe417c6f02b615e339f8398b9d906975,Portaria MTE nº 1.419 (NR-01).pdf,2024_Ministerio_do_Trabalho_e_Emprego_Portaria_MTE_no_1.419_de_27_de_agosto_de_2024.pdf,C:\calculadoras-de-enfermagem\docs\2024_Ministerio_do_Trabalho_e_Emprego_Portaria_MTE_no_1.419_de_27_de_agosto_de_2024.pdf,219051,2026-08-03T21:16:31.259559,,"Portaria MTE nº 1.419, de 27 de agosto de 2024",[],Ministério do Trabalho e Emprego,2024,legislacao,Saude_Publica,[],Legislação,processado
68,2b73b7ff7b98e134c8508152c4a32bbf2f2d7ede51c7655c22794b4f10b04de9,pmc9886081-nursing-technicians-professional-training-in-patient-safety-a-mixed-methods-study.pdf,2023_Universidade_Federal_do_Piaui_Nursing_technicians_professional_training_in_patient_safety_A_mixed-methods_stud.pdf,C:\calculadoras-de-enfermagem\docs\2023_Universidade_Federal_do_Piaui_Nursing_technicians_professional_training_in_patient_safety_A_mixed-methods_stud.pdf,588740,2026-08-03T21:16:27.329245,,Nursing technicians’ professional training in patient safety: A mixed-methods study,"[""Rocha RC"", ""Avelino FVSD"", ""Borges JWP"", ""Araújo AAC"", ""Bezerra MAR"", ""Nunes BMVT""]",Universidade Federal do Piauí,2023,artigo_cientifico,Enfermagem,[],,processado
67,4dc77a80ac8fe295e8214a9d3517b43dbe4738640384bbd9fb16be6bfe45b555,pmc9749089-patient-safety-culture-and-incidents-recorded-during-nursing-shift-changes-in-intensive-care-units.pdf,2022_Escola_de_Enfermagem_Universidade_de_Sao_Patient_safety_culture_and_incidents_recorded_during_nursing_shift_changes_in_in.pdf,C:\calculadoras-de-enfermagem\docs\2022_Escola_de_Enfermagem_Universidade_de_Sao_Patient_safety_culture_and_incidents_recorded_during_nursing_shift_changes_in_in.pdf,176911,2026-08-03T21:16:21.744796,,Patient safety culture and incidents recorded during nursing shift changes in intensive care units,"[""Elaine Machado Oliveira"", ""Rafaela Andolhe"", ""Kátia Grillo Padilha""]","Escola de Enfermagem, Universidade de São Paulo",2022,artigo_cientifico,Enfermagem,[],Artigo original,processado
66,b79936a430365e7d335fd6e75a5377be720ddd824d1259edd2fb4b35abd4fb95,pmc9728870-critica-a-abordagem-de-pesquisa-e-uso-do-iramuteq.pdf,2022_Pontificia_Universidade_Catolica_do_Rio_CRITICA_A_ABORDAGEM_DE_PESQUISA_E_USO_DO_IRAMUTEQ.pdf,C:\calculadoras-de-enfermagem\docs\2022_Pontificia_Universidade_Catolica_do_Rio_CRITICA_A_ABORDAGEM_DE_PESQUISA_E_USO_DO_IRAMUTEQ.pdf,347837,2026-08-03T21:16:12.942523,,CRÍTICA À ABORDAGEM DE PESQUISA E USO DO IRAMUTEQ,"[""Marcelo Prado Amaral-Rosa"", ""Ana Cristina Pretto Báo""]",Pontifícia Universidade Católica do Rio Grande do Sul,2022,outro,Enfermagem,[],Carta ao Editor,processado
